package_name,package_uuid
Adapode,0750cfb5-909a-49d7-927e-29b6595444bf
Adapt,79e6a3ab-5dfb-504d-930d-738a2a938a0e
AdaptableFunctions,16094072-63d9-4fab-833b-5e04479784a5
AdaptiveDesignOptimization,5f210a59-4c6a-4c2f-87d5-5cd98d51789a
AdaptiveDistanceFields,a1957575-6125-5dba-8f92-417d2d1f4a46
AdaptiveEstimators,f894c1f0-37bd-4d0b-bad6-c1e4fa45af5b
AdaptiveFilters,c4f366c8-f60d-49ea-b3e5-386989159d04
AdaptiveKDTrees,68d1b5e8-2215-47d8-a76e-d1727e222b22
AdaptiveMCMC,717c3277-546c-407d-8270-09a39a0919a0
AdaptivePredicates,35492f91-a3bd-45ad-95db-fcad7dcfedb7
AdaptiveRegularization,79adfba0-1eab-50d9-8528-0589417a2bfe
AdaptiveRejectionSampling,c75e803d-635f-53bd-ab7d-544e482d8c75
AdaptiveResonance,3d72adc0-63d3-4141-bf9b-84450dd0395b
AdaptiveSampling,8eadcf17-c760-4497-b196-5192eed4b985
AdaptiveSparseGrids,676d8d29-539e-4f06-b848-7dd647dd5291
AdaptiveTestPlots,d194c7c1-4081-4169-ba52-101f65b44e42
AdaptiveWindows,310fb2ca-6a3f-11ec-0326-3f7b497a96a3
AddInit,fb98f0d0-f82c-4729-879a-95be0d8634ee
AddLatest,404e4c7d-d40a-4c57-9c40-90ee175e5491
AddPackage,70d26913-0580-4037-ad67-7d2c365cf5c5
AddToField,5f906781-1e48-4758-8d00-55479429a6a5
AdditionalUnits,02d9b4f0-7821-44c6-acbd-01a1ab91b72e
AdditiveCellCom,c442aa85-5626-4e74-944d-fad50fba57b5
Adiff,27f7cb71-feaf-432a-86ca-8731dc5cf332
AdjacentFloats,6cc8125e-a04b-5e90-9cbf-894ba9b8047f
Adjacently,411c8731-a39f-4a7d-8b26-fcc9fee4eb7b
AdjustCRC,ff5396d8-130b-441a-8382-fec03de644a8
AdmittanceModels,5eda1363-42a2-4d75-bc45-7e2a4a7b92b2
AdobeGlyphList,715cd884-8f22-55db-b077-449d1f7eef73
AdvRBMs,5c8d321f-d88f-4112-b4bc-67901fc2de0a
AdvancedEncryptionStandard,ffb1ca98-47b0-4d1d-981f-3619cfc1f844
AdvancedHMC,0bf59076-c3b1-5ca4-86bd-e02cd72cde3d
AdvancedMH,5b7e9947-ddc0-4b3f-9b55-0d8042f74170
AdvancedPS,576499cb-2369-40b2-a588-c64705576edc
AdvancedVI,b5ca4192-6429-45e5-a2d9-87aec30a685c
AdventOfCode,7ef4cfdd-3fec-4d8b-b242-bcc5161d01d5
Adversarial,8264478e-c961-11e9-041d-dda11a3b20ed
AdversarialPrediction,ad42c870-428c-46ff-ae37-01b7349146a9
AeroAcoustics,03ede2b8-90d7-56cb-9af1-359a44c6802d
AeroBeams,4684ee71-20c3-4c77-8fc5-ebacc9f0342e
AeroFuse,477c59f4-51f5-487f-bf1e-8db39645b227
AeroMDAO,ae1513eb-aba2-415b-9b88-80f66c7c7c76
Aeron_jll,d964258c-d1ad-568a-aca9-3ef511f5bffd
Aerosol,8510b696-cc45-4a64-84d0-47f429ca1505
AesKeywrapNettle,d0ff3c94-28b9-43ce-b75b-813f49a99563
AffineArithmetic,2e89c364-fad6-56cb-99bd-ebadcd2cf8d2
AffineInvariantMCMC,a0f608ac-68d0-5108-ad9a-0cdca73324f3
AffineMaps,2c83c9a8-abf5-4329-a0d7-deffaf474661
AffineMotions,4fe253f5-c7a7-4e36-a4a1-b5bab8c98bb8
AffineScaler,75005516-5893-409d-9e89-87dc6c6330eb
AffyCelFiles,efc83544-1c47-49f8-8867-17a7f6cc0942
Agate,41889b7c-c35c-4f16-abd7-94b299d9fd29
Agents,46ada45e-f475-11e8-01d0-f70cc89e6671
AgentsExampleZoo,88acaeb2-2f63-4ada-bca2-2825d9da22ed
AgentsPlots,7820620d-95fb-4739-93b3-b0a14dd83f9a
AgnosticBayesEnsemble,c45979d0-65bc-461f-b799-33f894c17e9f
AhoCorasick,d3f0555b-2bad-4562-9b77-2c235c75f977
AhoCorasickAutomatons,ada18822-018e-50a1-bfcc-5047cda99b0e
Ai4EComponentLib,9901752a-13b3-47c7-8fb4-ce17182539d9
Ai4EMetaPSE,79c54b7b-7c25-4843-921b-9653a3bc153e
AiidaDFTK,26386dbc-b74b-4d9a-b75a-41d28ada84fc
Air,0c3b9dc7-9fea-4423-80ce-ed7c11218d4a
AirSeaFluxes,3dfee02d-11ce-464a-9ee1-cf3f5c5ccad7
AirfoilDatabase,133052f7-5177-44e4-ab05-826656cf3c53
AirfoilGmsh,e68ec710-8e48-43c5-af1a-c38c4248fd7b
AirfoilMeshers,fb06ee43-ff84-401b-b5ac-2522e63f9402
AirspeedVelocity,1c8270ee-6884-45cc-9545-60fa71ec23e4
Airtable,96f7d883-6668-4fbe-bb01-b60427b16035
Alakazam,41a1aa08-1d43-4dd7-adeb-62cd7a1359ba
Alert,28312eec-4d86-447d-83ad-bc2b262de792
AlertPushover,19f6540d-ecb3-4e88-b99d-153996aa3b9b
Alexya,a0ba0308-c025-49c4-97d8-6cbc8d45a63d
AlgRemez_jll,acb6dc63-88f0-54c7-a126-ccdc963b8b3f
Algames,4a64a370-b39e-4988-9b44-fc3fb6d78c25
AlgamesDriving,05a75892-fe32-4716-96a1-7eeaafed9006
AlgebraOfGraphics,cbdf2221-f076-402e-a563-3d30da359d67
AlgebraOfNNs,534c8b83-7bda-4b0b-8aeb-3cd4e0939877
AlgebraPDF,e09e93a3-870c-4c75-9b71-3eefe58c6e5b
AlgebraResultTypes,32e1273b-95f2-5990-a28e-8939b2e70f37
AlgebraicAgents,f6eb0ae3-10fa-40e6-88dd-9006ba45093a
AlgebraicCurveOrthogonalPolynomials,b2d6dd58-be48-4100-8375-7f7d22241ed8
AlgebraicDecisionDiagrams,fda02c4b-e729-4157-987e-1560c7fe1ac2
AlgebraicDynamics,5fd6ff03-a254-427e-8840-ba658f502e32
AlgebraicInference,0f243b7c-5df9-4f7c-98ce-987ef7223a7f
AlgebraicInterfaces,23cfdc9f-0504-424a-be1f-4892b28e2f0c
AlgebraicMultigrid,2169fc97-5a83-5252-b627-83903c6c433c
AlgebraicNumbers,e86d093a-a386-599e-b7c7-df0420c8bcba
AlgebraicPetri,4f99eebe-17bf-4e98-b6a1-2c4f205a959b
AlgebraicRL,c16e2c52-81b3-496d-9adf-f7ef61ccdb53
AlgebraicRelations,1c3ea84b-a956-4dfe-a2f4-485757f48f1d
AlgebraicRewriting,725a01d3-f174-5bbd-84e1-b9417bad95d9
AlgebraicSolvers,36cc366f-6373-477c-92c8-0345b2862178
AlgebraicSolving,66b61cbe-0446-4d5d-9090-1ff510639f9d
Algencan,016819b2-f4c4-559b-a82b-d92a82b855ff
Algoim,0eb9048c-21de-4c7a-bfac-056de1940b74
AlgoimDiff_jll,ce515d28-882f-5689-846d-f09a18d37b96
AlgorithmicCompetition,435e633d-9c15-4973-be77-d092c40524e8
AlgorithmicRecourseDynamics,3d1ede72-abb8-4340-bf8e-2ae06849b5ec
AlgorithmsCollection,9ff941b3-d743-4c60-9dd5-2748db76006b
AliasTables,66dad0bd-aa9a-41b7-9441-69ab47430ed8
Alicorn,80a53053-bcf5-42c0-89b5-2140b4d6711b
AlignedAllocs,6ac60441-711f-43f0-8178-7f71f0888134
AlignedArrays,1603b9d5-f456-4bc7-93d8-0a6ecb110267
AlignedBinaryFormat,94fc9360-1a5e-4d84-93be-ddbadb32b3a7
AlignedSpans,72438786-fd5d-49ef-8843-650acbdfe662
AllanDeviations,7e732cdd-9a46-54ef-932c-559ab8d83ddb
AllenNeuropixels,c7dbd8d7-5c13-4dcb-90e2-bff79a096f56
AllenNeuropixelsBase,0b0e28cf-a3af-44db-8bea-1c4507018d35
AllenSDK,9d22b198-c11d-497b-9ac7-6add78eade21
AllocArrays,5c00bae2-1499-4716-9206-27f63fd08a44
AllocCheck,9b6a8646-10ed-4001-bbdc-1d2f46dfbb1a
Allocations,260a3f16-0ffa-4f23-875b-1350d3996fb5
AlmostBlockDiagonals,a95523ee-d6da-40b5-98cc-27bc505739d5
Alpaca,fcf20ba4-066e-11ea-0417-5fa1eb97d662
AlpacaMarkets,02dc6022-739e-4478-acf8-ef45d2bc67b8
AlphaMolWrapper_jll,3fb590a3-637c-5b79-98b0-0e302591ed6a
AlphaShapes,23a43136-1936-4ec7-b2ed-3a5dbec7203f
AlphaStableDistributions,f20549b4-2d50-407f-863c-cdd202ba59a3
AlphaVantage,6348297c-a006-11e8-3a05-9bbf8830fd7b
AlphaZero,8ed9eb0b-7496-408d-8c8b-2119aeea02cd
Alpine,07493b3f-dabb-5b16-a503-4139292d7dd4
AltDistributions,875e7ca2-ab9d-5828-93ae-a098eac53262
AltInplaceOperationInterface,6bae1f5e-a943-11ed-0d2b-5515437897b0
AltInplaceOpsInterface,d59240d3-86bd-48c4-8b44-fa29ea3b0621
Altro,5dcf52e5-e2fb-48e0-b826-96f46d2e3e73
AlwaysSeqCst,2a0a5ff3-012c-40a8-861a-42ef8f4dfa06
Amaru,4cf2564c-d31b-5d58-bf70-2c153d6f88fd
AmazonCACerts_jll,7cab812c-4aca-53c6-a1cf-d62f3ca054b4
Amb,c42f9944-9a8f-11e9-2851-1930a3e1c813
AmplNLReader,77dd3d4c-cb1d-5e09-9340-85030ff7ba66
AmplNLWriter,7c4d4715-977e-5154-bfe0-e096adeac482
AnalyticComb,8a73a7cf-268c-4a55-9a00-18d79986516d
AnalyticalMethodValidation,b401a7b7-5953-49f1-86ca-9d186498acee
Ananke,1a22c728-0c56-469f-9cf3-be645c8711d1
Anasol,fd9e7046-df80-5870-8bf6-b6b2342464ec
Anatta,6ea38b10-3220-4105-9032-02c82e619cdd
AndExport,4484d908-372d-4f90-b90b-0ec97f005b8c
AndTraits,fb24a613-cb95-4ee3-a029-2b7ba7763d4b
AndersonMoore,cbbd4180-e2e7-58a0-b2fb-29c9dbd95a4e
Andes,93a26e3f-343a-4ab9-b467-a68c67574964
AndorSIF,d04cd5f8-5917-4006-ac6f-d139328806a7
AngleBetweenVectors,ec570357-d46e-52ed-9726-18773498274d
AngularMomentumAlgebra,0bb1b1ac-0216-11e9-361b-bb110c659ce1
AngularSpectrumMethod,34f41046-6bdb-4a9c-a4a9-19e45b4e2d17
AnimalBehavior,6e209a40-7ba7-48e5-b07c-698d71ff5940
AnimalBreedingTools,63445ec0-dfd7-4942-b5eb-8dcce790d249
Animations,27a7e980-b3e6-11e9-2bcd-0b925532e340
Anime,628eb91b-9d1c-424a-81d5-cd7fa5d7294a
Anneal,e4d9eb7f-b088-426e-aeb5-1c0dae3d8abb
AnnealingAPI,ea73c536-af4e-4c29-9508-d79bc79c0161
AnnuliOrthogonalPolynomials,de1797fd-24c3-4035-91a2-b52aecdcfb01
AnomalyBenchmark,13f62802-72e9-43db-893e-f77429f524ed
AnonymousEnums,1b8a1bdb-a29a-4350-a16c-c7e9322d6a39
AnovaBase,946dddda-6a23-4b48-8e70-8e60d9b8d680
AnovaFixedEffectModels,e4965305-65d6-464d-9c03-ae3e5cffadab
AnovaGLM,0a47a8e3-ec57-451e-bddb-e0be9d22772b
AnovaMixedModels,6832ca0c-c2dd-4d0c-851a-521ca5db42f5
Ansillary,e36756a0-2672-11ea-3472-2f9ad6253375
Ant,fc2879f5-75d7-582e-8603-c64deb99b744
AntColony,75b11117-7252-40c0-b375-554c734de600
AntennaPattern,190b1fc3-f725-4b56-bc75-d9d21258ce5e
Anthropic,a00d14cb-3434-48ec-9b49-cfc2b9ce2a8f
Antic_jll,e21ec000-9f72-519e-ba6d-10061e575a27
Antique,be6e5d0e-34a5-4c8f-af83-e1b5389203d8
Antlr4CppRuntime_jll,642bff37-c5db-510f-b67c-24692d406d7f
AnyAscii,a6021bc5-2e08-4bec-afaa-bd1873282c9a
AnyMOD,16ed6a40-d4c3-11e9-1e10-59384530c1b4
AnytimeWeightedAStar,ec8c4e8f-3dff-4cc6-be8a-faba0f6c4cb5
AoGExtensions,7df18d33-496e-4cfd-8564-72cba2c0b329
Apophis,cf72b054-1e85-4718-a3f4-02cfdc10a054
AppBundler,40eb83ae-c93a-480c-8f39-f018b568f472
AppDirs,5a4fb9a2-b02d-4ffe-b178-6027dc2bc1ce
AppleAccelerate,13e28ba4-7ad8-5781-acae-3021b1ed3924
AppleHealthParser,d1ed7681-0bdc-4b3e-a64e-a9a059b3ebfe
AppliGeneralLedger,69311175-8ceb-4e66-8d4a-fec439d19437
AppliSales,c1345d04-1a7a-4e7a-b935-9916dcf58fca
ApplicationBuilder,f9309374-59cc-5ff5-a120-e3e470a57b4a
ApplicationBuilderAppUtils,96374992-6a10-11e9-2fa0-73472aac04df
ApplicationDrivenLearning,0856f1c8-ef17-4e14-9230-2773e47a789e
Apportionment,f8a4a616-cf80-42aa-b426-b81cf4398b07
ApproxBayes,f5f396d3-230c-5e07-80e6-9fadf06146cc
ApproxFun,28f2ccd6-bb30-5033-b560-165f7b14dc2f
ApproxFunBase,fbd15aa5-315a-5a7d-a8a4-24992e37be05
ApproxFunBaseTest,a931bfaf-0cfd-4a5c-b69c-bf2eed002b43
ApproxFunFourier,59844689-9c9d-51bf-9583-5b794ec66d30
ApproxFunOrthogonalPolynomials,b70543e2-c0d9-56b8-a290-0d4d6d4de211
ApproxFunRational,3d0dae4a-d0ce-400f-add5-31ee3cccaa25
ApproxFunSingularities,f8fcb915-6b99-5be2-b79a-d6dbef8e6e7e
ApproxLogFunction,e8ddb7d6-0a34-4df1-87ae-36dec4b447d4
ApproxManifoldProducts,9bbbb610-88a1-53cd-9763-118ce10c1f89
ApproxMasterEqs,2c63756f-059b-4317-898b-deccfd752643
ApproximateBayesianComputing,2bb279fe-b7da-5b2b-8ce2-4088845e51bb
ApproximateComputations,49d1aae2-ae6b-5d26-a063-7cf6630cf99c
ApproximateGPs,298c2ebc-0411-48ad-af38-99e88101b606
ApproximateRelations,99331840-cbe1-42a1-a01e-7fb3c709a0a8
ApproximateVI,e67a2193-b68a-469d-be77-24baf3975c82
ApproximateVanishingIdeals,5c3d299b-aa2f-43dc-84cc-e9c547fd880b
ApproximatingMapsBetweenLinearSpaces,31d768e5-ae28-4338-b319-fc9871ebca58
ApproximationAnalysis,82321e43-16b0-4e95-943b-273a726d7f5d
AprilTags,f0fec3d5-a81e-5a6a-8c28-d2b34f3659de
AprilTags_jll,49f4e9a8-0306-5d58-91df-e9c3c0e42747
Aqua,4c88cf16-eb10-579e-8560-4a9242c79595
AquaCrop_jll,e6b5fed9-f397-545f-9fcc-b4f92622d2d5
ArDCA,fc7e833f-a3b9-439d-ae82-c6ad11a3e54b
ArarForecast,4f58c5ef-8bf7-4cec-85cb-5f877db67c0d
Aravis_jll,1ca07fb7-a562-5e16-809d-46c0b3e3215e
ArbExtras,c87f5d39-a852-4149-8a88-e3a13a25afc6
ArbFloats,9689d877-bbb0-593d-8021-de8e3bedf7bf
ArbNumerics,7e558dbc-694d-5a72-987c-6f4ebed21442
Arb_jll,d9960996-1013-53c9-9ba4-74a4155039c3
ArbitrageFreeSABR,2608ead3-6571-486a-ad88-5e77169cf741
Arbitrary,07bf71a7-21be-5f6a-a6d1-44595bb4f960
Arblib,fb37089c-8514-4489-9461-98f9c8763369
ArcadeLearningEnvironment,b7f77d8d-088d-5e02-8ac0-89aab2acc977
ArcadeLearningEnvironment_jll,52cbb755-00ff-5a24-b23e-8a91c598877e
ArchGDAL,c9ce4bd3-c3d5-55b8-8973-c0e20141b8c3
AreaInterpolation,d0f2625a-dce2-41fa-8f52-900cefdd6e0e
Arena,53eacc40-fba4-5ad6-b4bb-526e51630e63
ArenaArrays,a7079d05-a211-4b9a-ade9-d081fcc12f6a
ArgCheck,dce04be8-c92d-5529-be00-80e4d2c0e197
ArgDecomposition,19b8cd92-e066-46ba-a542-94e93cc5e2a9
ArgMacros,dbc42088-9de8-42a0-8ec8-2cd114e1ea3e
ArgParse,c7e460c6-2fb9-53a9-8c5b-16f535851c63
ArgTools,0dad84c5-d112-42e6-8d28-ef12dabb789f
ArgoData,9eb831cf-c491-48dc-bed4-6aca718df73c
